repository,owner,repo_name,stars,forks,watchers,description,created_at,pushed_at,updated_at,language,size,has_issues,has_projects,has_wiki,has_pages,has_downloads,archived,disabled,private,fork,license,default_branch,open_issues_count,topics,visibility,homepage,collection_failed,contributors_count,top_contributor_commits,releases_count,latest_release_date,languages,primary_language_bytes,dataset_index,dataset_description,dataset_website,dataset_initial_stars,dataset_initial_forks,commit_velocity_score,release_cadence_score,maintenance_activity_score,development_consistency_score,execution_velocity_composite,team_resilience_score,community_health_score,growth_trajectory_score,network_effects_score,team_community_composite,operational_readiness_score,code_quality_score,api_stability_score,documentation_score,technical_maturity_composite,problem_ambition_score,commercial_viability_score,technology_differentiation_score,market_readiness_score,market_positioning_composite,category_potential_score,bsv_investment_score
supertokens/supertokens-core,supertokens,supertokens-core,14512,610,14512,Open source alternative to Auth0 / Firebase Auth / AWS Cognito ,2020-01-05T13:30:52Z,2025-09-03T15:51:43Z,2025-09-14T19:12:47Z,Java,64751,True,True,True,False,True,False,False,False,False,Other,master,142,"['auth0', 'authentication', 'aws-cognito', 'email-password', 'email-password-login', 'firebase-auth', 'hacktoberfest', 'java', 'keycloak', 'login', 'oauth', 'password', 'passwordless', 'passwordless-authentication', 'passwordless-login', 'session-management', 'signin', 'social-login', 'supertokens']",public,https://supertokens.com,False,29,619,30,2025-07-30T09:21:09Z,"['Java', 'JavaScript', 'TypeScript', 'Shell', 'CSS', 'Dockerfile', 'HTML', 'Batchfile']",8291282,60,Open source alternative to Auth0 / Firebase Auth / AWS Cognito ,https://supertokens.com,14498,609,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.8749999999999999,0.0,0.0,0,0.6379310344827588,0.5639080459770115,0.5639080459770116
Eventual-Inc/Daft,Eventual-Inc,Daft,4395,298,4395,Distributed query engine providing simple and reliable data processing for any modality and scale,2022-04-25T22:02:29Z,2025-09-12T19:40:54Z,2025-09-14T22:10:01Z,Rust,42909,True,True,True,True,True,False,False,False,False,Apache License 2.0,main,379,"['artificial-intelligence', 'big-data', 'data-engineering', 'distributed-computing', 'machine-learning', 'multimodal', 'python', 'rust']",public,https://daft.ai,False,30,796,30,2025-09-10T17:37:15Z,"['Rust', 'Python', 'Jupyter Notebook', 'TypeScript', 'Shell', 'Makefile', 'Dockerfile', 'CSS', 'JavaScript']",10236477,61,Distributed query engine providing simple and reliable data processing for any modality and scale,https://daft.ai,4337,296,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,1.0,0,1.0,1.0,1.0
bytebot-ai/bytebot,bytebot-ai,bytebot,6980,768,6980,"Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.",2025-02-03T18:18:50Z,2025-09-12T19:35:46Z,2025-09-14T23:56:35Z,TypeScript,19011,True,True,True,False,True,False,False,False,False,Apache License 2.0,main,22,"['agent', 'agentic-ai', 'agents', 'ai', 'ai-agents', 'ai-tools', 'anthropic', 'automation', 'bytebot', 'computer-use', 'computer-use-agent', 'cua', 'desktop', 'desktop-automation', 'docker', 'gemini', 'llm', 'mcp', 'openai']",public,https://www.bytebot.ai/,False,10,389,0,,"['TypeScript', 'Dockerfile', 'CSS', 'Smarty', 'PLpgSQL', 'Scheme', 'JavaScript']",501377,62,"Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.",https://www.bytebot.ai/,6728,733,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8275862068965516,0.8275862068965516
kestra-io/kestra,kestra-io,kestra,21149,1813,21149,":zap: Universal Workflow Orchestration Platform — Code in any language, run anywhere. 900+ plugins for data, infrastructure, and AI automation.",2019-08-24T13:56:15Z,2025-09-14T10:35:28Z,2025-09-14T22:30:26Z,Java,73982,True,False,False,False,False,False,False,False,False,Apache License 2.0,develop,451,"['automation', 'data-orchestration', 'devops', 'hacktoberfest', 'high-availability', 'infrastructure-as-code', 'java', 'low-code', 'lowcode', 'orchestration', 'pipeline', 'pipeline-as-code', 'workflow']",public,https://kestra.io,False,30,1778,30,2025-09-09T10:05:57Z,"['Java', 'Vue', 'TypeScript', 'JavaScript', 'SCSS', 'Shell', 'PLpgSQL', 'Makefile', 'Python', 'Dockerfile', 'Batchfile', 'CSS', 'HTML']",6122677,63,":zap: Universal Workflow Orchestration Platform — Code in any language, run anywhere. 900+ plugins for data, infrastructure, and AI automation.",https://kestra.io,21129,1809,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,1.0,0.0,0,0.9137931034482761,0.8972413793103448,0.897241379310345
emcie-co/parlant,emcie-co,parlant,12005,963,12005,LLM agents built for control. Designed for real-world use. Deployed in minutes.,2024-02-15T20:16:15Z,2025-09-14T15:12:36Z,2025-09-15T00:40:00Z,Python,72092,True,False,False,True,True,False,False,False,False,Apache License 2.0,develop,42,"['ai-agents', 'ai-alignment', 'customer-service', 'customer-success', 'gemini', 'genai', 'hacktoberfest', 'llama3', 'llm', 'openai', 'python']",public,https://www.parlant.io,False,19,1617,25,2025-08-27T14:24:52Z,"['Python', 'Gherkin', 'TypeScript', 'CSS', 'JavaScript', 'Shell', 'SCSS', 'Dockerfile', 'HTML']",4053630,64,LLM agents built for control. Designed for real-world use. Deployed in minutes.,https://www.parlant.io,11778,943,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.8749999999999999,0.9999999999999994,0.0,0,0.7241379310344829,0.7075862068965515,0.7075862068965516
documenso/documenso,documenso,documenso,11597,1962,11597,The Open Source DocuSign Alternative.,2023-03-12T16:28:56Z,2025-09-15T00:14:05Z,2025-09-14T19:16:40Z,TypeScript,192102,True,True,False,False,True,False,False,False,False,GNU Affero General Public License v3.0,main,165,"['digital-signature', 'document-signing', 'docusign-alternative', 'e-signature', 'esign', 'esignature', 'next-auth', 'nextjs', 'open-source', 'pades-standard', 'pdf', 'pdf-sign', 'pdf-signature', 'postgresql', 'prisma', 'self-hosted', 'signing', 'typescript']",public,https://documenso.com,False,30,992,27,2025-07-03T00:10:35Z,"['TypeScript', 'JavaScript', 'Shell', 'CSS', 'PLpgSQL', 'Dockerfile']",7122815,65,The Open Source DocuSign Alternative.,https://documenso.com,11589,1960,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
makeplane/plane,makeplane,plane,38734,2692,38734,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet.",2022-11-19T12:55:01Z,2025-09-14T19:16:05Z,2025-09-14T23:31:54Z,TypeScript,173922,True,False,True,False,True,False,False,False,False,GNU Affero General Public License v3.0,preview,528,"['django', 'docker', 'issue-tracker', 'jira', 'jira-alternative', 'kanban', 'linear', 'nextjs', 'postgresql', 'product-management', 'project-management', 'python', 'react', 'redis', 'rest-api', 'typescript', 'work-management']",public,http://plane.so,False,30,1075,30,2025-09-10T09:31:21Z,"['TypeScript', 'Python', 'HTML', 'JavaScript', 'CSS', 'Shell', 'Dockerfile', 'Nix']",7977858,66,"🔥 🔥 🔥 Open Source JIRA, Linear, Monday, and Asana Alternative. Plane helps you track your issues, epics, and cycles the easiest way on the planet.",http://plane.so,38697,2687,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.37499999999999994,0.0,0.0,0,0.22413793103448282,0.1501149425287355,0.15011494252873542
formbricks/formbricks,formbricks,formbricks,11257,1991,11257,Open Source Qualtrics Alternative,2022-06-06T04:25:21Z,2025-09-12T17:20:39Z,2025-09-15T00:49:10Z,TypeScript,265844,True,False,False,True,True,False,False,False,False,Other,main,204,"['experience-management', 'form', 'forms', 'nextjs', 'open-source', 'react', 'reactjs', 'survey', 'survey-analysis', 'survey-data', 'survey-form', 'surveys', 'tailwindcss', 'turborepo', 'typeform', 'typescript', 'xm']",public,https://formbricks.com,False,30,1259,30,2025-09-02T18:15:37Z,"['TypeScript', 'HCL', 'JavaScript', 'Shell', 'CSS', 'MDX', 'PLpgSQL', 'Smarty', 'Dockerfile', 'Nix', 'HTML']",11673541,67,Open Source Qualtrics Alternative,https://formbricks.com,11241,1990,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.8749999999999999,0.0,0.0,0,0.6379310344827588,0.5639080459770115,0.5639080459770116
erxes/erxes,erxes,erxes,3682,1166,3682,Source available experience management infrastructure. Pioneering the future of experiences with XOS (Experience Operating System). Hubspot + Qualtrics alternative,2016-11-11T06:54:50Z,2025-09-14T04:08:34Z,2025-09-13T19:55:33Z,TypeScript,196473,True,False,False,True,True,False,False,False,False,Other,master,479,"['customer-experience', 'employee-experience', 'experience-management', 'experience-operating-system', 'front-alternative', 'hubspot-alternative', 'intercom-alternative', 'medallia-alternative', 'qualtrics-alternative', 'zendesk-alternative']",public,https://erxes.io,False,30,2640,30,2025-09-12T01:26:34Z,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'SCSS', 'Shell', 'Go', 'Dockerfile', 'Python', 'Pug', 'EJS', 'Procfile']",29556222,68,Source available experience management infrastructure. Pioneering the future of experiences with XOS (Experience Operating System). Hubspot + Qualtrics alternative,https://erxes.io,3681,1166,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
novuhq/novu,novuhq,novu,37799,4116,37799,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations.",2021-08-26T15:22:44Z,2025-09-14T18:15:27Z,2025-09-15T00:15:15Z,TypeScript,244443,True,False,False,False,True,False,False,False,False,Other,next,143,"['alternative', 'communication', 'email', 'hacktoberfest', 'inbox', 'javascript', 'nodejs', 'notification-center', 'notifications', 'novu', 'push-notifications', 'react', 'reactjs', 'sms', 'transactional', 'typescript']",public,https://novu.co,False,30,4315,30,2025-09-03T12:12:56Z,"['TypeScript', 'JavaScript', 'Python', 'CSS', 'Dockerfile', 'Handlebars', 'Shell', 'HTML', 'MDX', 'EJS']",20114088,69,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations.",https://novu.co,37755,4110,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.8275862068965519,0.7535632183908044,0.7535632183908045
knadh/listmonk,knadh,listmonk,17809,1746,17809,"High performance, self-hosted, newsletter and mailing list manager with a modern dashboard. Single binary app.",2019-06-26T05:08:39Z,2025-09-13T11:40:40Z,2025-09-15T00:41:26Z,Go,44814,True,True,False,True,True,False,False,False,False,GNU Affero General Public License v3.0,master,98,"['campaign', 'campaign-management', 'email-marketing', 'email-subscription', 'listmonk', 'mailing-list', 'newsletter', 'newsletter-management', 'newsletter-software', 'self-hosted', 'sms-gateway', 'smtp', 'transactional-emails']",public,https://listmonk.app,False,30,1309,30,2025-09-09T17:58:16Z,"['Go', 'Vue', 'JavaScript', 'TypeScript', 'HTML', 'SCSS', 'Smarty', 'Makefile', 'CSS', 'Shell', 'Python', 'Dockerfile']",517601,70,"High performance, self-hosted, newsletter and mailing list manager with a modern dashboard. Single binary app.",https://listmonk.app,17782,1740,0,0,0,0,0,0,,0,0,,0,1.0,0.0,0,0.22360248447204925,0.8749999999999999,0.0,0.0,0,0.6379310344827588,0.5804597701149424,0.5804597701149424
paperless-ngx/paperless-ngx,paperless-ngx,paperless-ngx,32019,1961,32019,"A community-supported supercharged document management system: scan, index and archive all your documents",2022-02-12T21:56:52Z,2025-09-14T23:30:33Z,2025-09-15T00:21:38Z,Python,165439,True,False,True,True,True,False,False,False,False,GNU General Public License v3.0,dev,8,"['angular', 'archiving', 'django', 'dms', 'document-management', 'document-management-system', 'machine-learning', 'ocr', 'optical-character-recognition', 'pdf']",public,http://docs.paperless-ngx.com/,False,30,3190,30,2025-09-07T23:57:32Z,"['Python', 'TypeScript', 'HTML', 'SCSS', 'Dockerfile', 'Shell', 'CSS', 'JavaScript']",2575493,71,"A community-supported supercharged document management system: scan, index and archive all your documents",http://docs.paperless-ngx.com/,31942,1952,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
OpenBB-finance/OpenBB,OpenBB-finance,OpenBB,52234,4961,52234,"Financial data platform for analysts, quants and AI agents.",2020-12-20T10:46:38Z,2025-09-10T07:00:10Z,2025-09-15T00:42:57Z,Python,2363326,True,True,False,True,True,False,False,False,False,Other,develop,50,"['ai', 'crypto', 'derivatives', 'economics', 'equity', 'finance', 'fixed-income', 'machine-learning', 'openbb', 'options', 'python', 'quantitative-finance', 'stocks']",public,https://openbb.co,False,30,1035,30,2025-07-22T17:08:27Z,['Python'],6334645,72,"Financial data platform for analysts, quants and AI agents.",https://openbb.co,52175,4954,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
rowyio/rowy,rowyio,rowy,6730,540,6730,"Low-code backend platform. Manage database on spreadsheet-like UI and build cloud functions workflows in JS/TS, all in your browser.",2019-09-05T08:07:18Z,2024-11-23T19:46:34Z,2025-09-14T16:06:51Z,TypeScript,22437,True,False,False,False,True,False,False,False,False,Other,main,72,"['airtable', 'airtable-alternative', 'backend', 'cloud-functions', 'cloudfunctions', 'cms', 'cms-backend', 'firebase', 'firestore', 'gcp', 'google-cloud', 'internal-tools', 'low-code', 'lowcode', 'no-code', 'nocode', 'react', 'spreadsheet', 'typescript']",public,http://rowy.io,False,30,1730,19,2023-10-27T15:21:32Z,"['TypeScript', 'JavaScript', 'HTML', 'CSS']",1819411,73,"Low-code backend platform. Manage database on spreadsheet-like UI and build cloud functions workflows in JS/TS, all in your browser.",http://rowy.io,6729,539,0,0,0,0,0,0,,0,0,,0,1.0,0.0,0,0.22360248447204925,1.0,0.0,0.0,0,0.7413793103448276,0.6839080459770112,0.6839080459770112
Infisical/infisical,Infisical,infisical,20070,1351,20070,"Infisical is the open-source platform for secrets management, PKI, and SSH access.",2022-08-05T13:50:00Z,2025-09-15T00:14:16Z,2025-09-14T21:22:03Z,TypeScript,1128683,True,True,True,False,True,False,False,False,False,Other,main,482,"['acme', 'certificate-management', 'cli', 'environment-variables', 'go', 'golang', 'node-js', 'open-source', 'pki', 'postgres', 'private-ca', 'secret-management', 'secret-manager', 'secret-scanning', 'secrets', 'secrets-management', 'security', 'security-tools', 'typescript', 'vault']",public,https://infisical.com,False,30,3062,30,2025-09-15T00:14:22Z,"['TypeScript', 'Go', 'JavaScript', 'Shell', 'MDX', 'Makefile', 'CSS', 'Smarty', 'HTML', 'Dockerfile', 'Nix']",17500121,74,"Infisical is the open-source platform for secrets management, PKI, and SSH access.",https://infisical.com,20053,1349,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,0.7500000000000001,0.0,0.0,0,0.5344827586206897,0.4604597701149424,0.46045977011494243
teableio/teable,teableio,teable,19497,1022,19497,✨ The Next Gen Airtable Alternative: No-Code Postgres,2022-11-01T07:02:49Z,2025-09-14T13:05:22Z,2025-09-14T19:00:04Z,TypeScript,36851,True,True,True,False,True,False,False,False,False,Other,develop,134,"['airtable', 'airtable-alternative', 'app-builder', 'database', 'internal-tool', 'low-code', 'no-code', 'nocode', 'postgres', 'postgresql', 'realtime', 'spreadsheet', 'sqlite']",public,https://teable.ai,False,30,607,17,2025-08-13T13:20:02Z,"['TypeScript', 'JavaScript', 'CSS', 'ANTLR', 'PLpgSQL', 'Makefile', 'Handlebars', 'Shell', 'Dockerfile', 'MDX', 'HCL']",8324905,75,✨ The Next Gen Airtable Alternative: No-Code Postgres,https://teable.ai,19482,1021,0,0,0,0,0,0,,0,0,,0,1.0,0.0,0,0.22360248447204925,1.0,0.0,0.0,0,0.7413793103448276,0.6839080459770112,0.6839080459770112
logto-io/logto,logto-io,logto,10761,617,10761,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",2021-06-19T03:01:50Z,2025-09-13T02:58:02Z,2025-09-14T19:12:55Z,TypeScript,101236,True,False,False,False,True,False,False,False,False,Mozilla Public License 2.0,master,189,"['authentication', 'authorization', 'email', 'identity', 'jwt', 'login', 'logto', 'mfa', 'oauth2', 'openid-connect', 'password', 'passwordless', 'rbac', 'saml', 'signup', 'sms', 'social-login', 'sso', 'totp', 'typescript']",public,https://logto.io,False,30,2114,30,2025-08-29T08:55:14Z,"['TypeScript', 'SCSS', 'JavaScript', 'HTML', 'PLpgSQL', 'MDX', 'Shell', 'Dockerfile', 'CSS']",13380260,76,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",https://logto.io,10748,615,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
Unleash/unleash,Unleash,unleash,12613,792,12613,Open-source feature management platform,2014-09-29T12:50:46Z,2025-09-14T00:42:13Z,2025-09-14T19:15:10Z,TypeScript,291595,True,True,True,False,True,False,False,False,False,Apache License 2.0,main,59,"['activation-strategies', 'collaboration', 'continuous-delivery', 'continuous-deployment', 'devops', 'devtool', 'experiments', 'feature', 'feature-flags', 'feature-toggle', 'feature-toggles', 'feature-toggling', 'hacktoberfest', 'integration', 'platform-engineering', 'sdk', 'toggles', 'unleash', 'variants']",public,https://www.getunleash.io,False,30,1768,30,2025-09-03T12:11:46Z,"['TypeScript', 'MDX', 'JavaScript', 'Mustache', 'CSS', 'SCSS', 'Makefile', 'Shell', 'HTML', 'Dockerfile']",12010241,77,Open-source feature management platform,https://www.getunleash.io,12608,792,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.9999999999999998,0.9999999999999994,0.0,0,0.8275862068965515,0.8110344827586206,0.8110344827586207
appsmithorg/appsmith,appsmithorg,appsmith,37959,4230,37959,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",2020-06-30T04:07:36Z,2025-09-12T08:26:59Z,2025-09-14T23:04:21Z,TypeScript,792321,True,True,True,False,True,False,False,False,False,Apache License 2.0,release,4385,"['admin-dashboard', 'admin-panels', 'app-builder', 'automation', 'crud', 'custom-internal', 'developer-tools', 'gui', 'gui-application', 'hacktoberfest', 'internal-tools', 'java', 'javascript', 'low-code', 'low-code-framework', 'react', 'self-hosted', 'typescript', 'webdevelopment', 'workflows']",public,https://www.appsmith.com,False,30,2012,30,2025-08-13T07:29:03Z,"['TypeScript', 'Java', 'JavaScript', 'CSS', 'Shell', 'HTML', 'MDX', 'Dockerfile', 'Handlebars', 'Smarty', 'Python', 'HCL', 'Procfile']",24610332,78,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",https://www.appsmith.com,37945,4228,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.887820512820513,1.0,0.0,0,0.820954907161804,0.8044031830238725,0.8044031830238724
ToolJet/ToolJet,ToolJet,ToolJet,36459,4744,36459,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",2021-03-30T08:51:34Z,2025-09-14T12:43:52Z,2025-09-14T23:33:36Z,JavaScript,1445307,True,True,False,False,True,False,False,False,False,GNU Affero General Public License v3.0,develop,906,"['ai-app-builder', 'docker', 'hacktoberfest', 'internal-applications', 'internal-project', 'internal-tool', 'internal-tools', 'javascript', 'kubernetes', 'low-code', 'low-code-development-platform', 'low-code-framework', 'no-code', 'nodejs', 'reactjs', 'self-hosted', 'typescript', 'web-development-tools', 'workflow-automation']",public,https://tooljet.ai,False,30,1241,30,2025-09-12T12:28:46Z,"['JavaScript', 'TypeScript', 'SCSS', 'Dockerfile', 'Shell', 'Handlebars', 'HTML', 'HCL', 'EJS', 'CSS', 'MDX', 'Batchfile']",10941821,79,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",https://tooljet.ai,36445,4742,0,0,0,0,0,0,,0,0,,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.7413793103448276,0.6673563218390802,0.6673563218390803
fonoster/fonoster,fonoster,fonoster,6999,416,6999,🚀 The open-source alternative to Twilio.,2018-02-04T02:58:54Z,2025-09-13T13:41:00Z,2025-09-14T19:16:04Z,TypeScript,211576,True,False,True,True,True,False,False,False,False,MIT License,main,9,"['cloud', 'cloud-communications-platform', 'cpaas', 'customer-engagement', 'customer-experience', 'javascript', 'kubernetes', 'nodejs', 'programmable-voice', 'telephony', 'twilio', 'typescript', 'ucaas', 'voip', 'webrtc']",public,https://fonoster.com,False,30,4735,0,,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'Dockerfile', 'Shell', 'Handlebars', 'PLpgSQL', 'Batchfile']",2931900,80,🚀 The open-source alternative to Twilio.,https://fonoster.com,6997,417,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,0.9166666666666664,0.9999999999999994,0.0,0,0.7586206896551725,0.7420689655172412,0.7420689655172414
jitsucom/jitsu,jitsucom,jitsu,4400,315,4400,"Jitsu is an open-source Segment alternative. Fully-scriptable data ingestion engine for modern data teams. Set-up a real-time data pipeline in minutes, not days",2020-08-04T14:57:55Z,2025-09-12T06:36:19Z,2025-09-14T19:13:14Z,TypeScript,44526,True,True,False,False,True,False,False,False,False,MIT License,newjitsu,18,"['bigquery', 'clickhouse', 'data-collection', 'data-connectors', 'data-integration', 'golang', 'postgres', 'redshift', 'snowflake']",public,https://jitsu.com,False,20,1073,30,2025-08-14T12:06:33Z,"['TypeScript', 'JavaScript', 'CSS', 'Shell', 'HTML', 'Dockerfile']",4260631,81,"Jitsu is an open-source Segment alternative. Fully-scriptable data ingestion engine for modern data teams. Set-up a real-time data pipeline in minutes, not days",https://jitsu.com,4398,315,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,1.0,0,1.0,1.0,1.0
Avaiga/taipy,Avaiga,taipy,18626,1927,18626,Turns Data and AI algorithms into production-ready web applications in no time.,2022-02-18T15:55:45Z,2025-09-13T17:06:12Z,2025-09-14T18:16:41Z,Python,158452,True,True,True,False,True,False,False,False,False,Apache License 2.0,develop,178,"['automation', 'data-engineering', 'data-integration', 'data-ops', 'data-visualization', 'datascience', 'developer-tools', 'hacktoberfest', 'hacktoberfest2023', 'job-scheduler', 'mlops', 'orchestration', 'pipeline', 'pipelines', 'python', 'scenario', 'scenario-analysis', 'taipy-core', 'taipy-gui', 'workflow']",public,https://www.taipy.io,False,30,1548,30,2025-06-13T13:10:38Z,"['Python', 'TypeScript', 'CSS', 'JavaScript', 'Jupyter Notebook', 'HTML', 'Jinja', 'Shell', 'Dockerfile']",4518757,82,Turns Data and AI algorithms into production-ready web applications in no time.,https://www.taipy.io,18618,1926,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
mudler/LocalAI,mudler,LocalAI,35252,2763,35252,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",2023-03-18T22:58:02Z,2025-09-14T21:19:41Z,2025-09-15T00:45:41Z,Go,27001,True,True,True,False,True,False,False,False,False,MIT License,master,354,"['ai', 'api', 'audio-generation', 'distributed', 'gemma', 'gpt4all', 'image-generation', 'kubernetes', 'libp2p', 'llama', 'llama3', 'llm', 'mamba', 'mistral', 'musicgen', 'rerank', 'rwkv', 'stable-diffusion', 'text-generation', 'tts']",public,https://localai.io,False,30,2537,30,2025-09-03T20:23:15Z,"['Go', 'HTML', 'Python', 'JavaScript', 'Shell', 'C++', 'Makefile', 'Dockerfile', 'CSS', 'CMake', 'C']",4848868,83,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference",https://localai.io,35178,2759,0,0,0,0,0,0,,0,0,,0,1.0,1.0,0,1.0,1.0,0.9999999999999994,1.0,0,1.0,1.0,1.0
chroma-core/chroma,chroma-core,chroma,23298,1824,23298,Open-source search and retrieval database for AI applications.,2022-10-05T17:58:44Z,2025-09-14T00:14:19Z,2025-09-14T21:08:28Z,Rust,851819,True,True,True,True,True,False,False,False,False,Apache License 2.0,main,462,"['ai', 'database', 'document-retrieval', 'embeddings', 'llm', 'llms', 'rag', 'rust', 'rust-lang', 'vector-database']",public,https://www.trychroma.com/,False,30,499,30,2025-04-01T23:29:39Z,"['Rust', 'Python', 'TypeScript', 'Go', 'Jupyter Notebook', 'JavaScript', 'Shell', 'HCL', 'Dockerfile', 'Starlark', 'Makefile', 'PowerShell']",5288544,84,Open-source search and retrieval database for AI applications.,https://www.trychroma.com/,23247,1822,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
weaviate/weaviate,weaviate,weaviate,14571,1078,14571,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",2016-03-30T15:03:17Z,2025-09-14T22:09:53Z,2025-09-14T23:04:35Z,Go,1024167,True,True,True,False,True,False,False,False,False,"BSD 3-Clause ""New"" or ""Revised"" License",main,525,"['approximate-nearest-neighbor-search', 'generative-search', 'grpc', 'hnsw', 'hybrid-search', 'image-search', 'information-retrieval', 'mlops', 'nearest-neighbor-search', 'neural-search', 'recommender-system', 'search-engine', 'semantic-search', 'semantic-search-engine', 'similarity-search', 'vector-database', 'vector-search', 'vector-search-engine', 'vectors', 'weaviate']",public,https://weaviate.io/developers/weaviate/,False,30,3760,30,2025-09-12T18:18:39Z,"['Go', 'Assembly', 'Python', 'Shell', 'C', 'Makefile', 'Jinja', 'Dockerfile', 'Smarty', 'JavaScript', 'HCL']",18513108,85,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",https://weaviate.io/developers/weaviate/,14550,1076,0,0,0,0,0,0,,0,0,,0,0.0,1.0,0,0.7763975155279503,1.0,0.9999999999999994,0.0,0,0.8275862068965519,0.8110344827586206,0.8110344827586207
